trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
LESS_Q_pair1,LESS,Q,pair1,zorpronlam,grunvarbeim,zorpronlam,grunvarbeim,40419,204969,novel_word,"Definitions:
- zorpronlam: something that is bold and complex
- grunvarbeim is less/smaller than zorpronlam in all respects

Q: Which is more complex, zorpronlam or grunvarbeim? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair2,SAME,P,pair2,girlatrei,sonsaprom,bold,cautious,16740,56608,attribute_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is the same as girlatrei

Q: Is sonsaprom bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair2,OPP,P,pair2,girlatrei,sonsaprom,cautious,bold,56608,16740,attribute_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is the opposite of girlatrei

Q: Is sonsaprom bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair2,SAME,Q,pair2,girlatrei,sonsaprom,complex,simple,5766,3890,attribute_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is the same as girlatrei

Q: Is sonsaprom complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair2,OPP,Q,pair2,girlatrei,sonsaprom,simple,complex,3890,5766,attribute_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is the opposite of girlatrei

Q: Is sonsaprom complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair2,MORE,P,pair2,girlatrei,sonsaprom,sonsaprom,girlatrei,18084,3294,novel_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is more/greater than girlatrei in all respects

Q: Which is more bold, girlatrei or sonsaprom? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair2,LESS,P,pair2,girlatrei,sonsaprom,girlatrei,sonsaprom,3294,18084,novel_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is less/smaller than girlatrei in all respects

Q: Which is more bold, girlatrei or sonsaprom? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair2,MORE,Q,pair2,girlatrei,sonsaprom,sonsaprom,girlatrei,18084,3294,novel_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is more/greater than girlatrei in all respects

Q: Which is more complex, girlatrei or sonsaprom? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair2,LESS,Q,pair2,girlatrei,sonsaprom,girlatrei,sonsaprom,3294,18084,novel_word,"Definitions:
- girlatrei: something that is bold and complex
- sonsaprom is less/smaller than girlatrei in all respects

Q: Which is more complex, girlatrei or sonsaprom? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair3,SAME,P,pair3,prorfasmut,steinmulte,bold,cautious,16740,56608,attribute_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is the same as prorfasmut

Q: Is steinmulte bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair3,OPP,P,pair3,prorfasmut,steinmulte,cautious,bold,56608,16740,attribute_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is the opposite of prorfasmut

Q: Is steinmulte bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair3,SAME,Q,pair3,prorfasmut,steinmulte,complex,simple,5766,3890,attribute_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is the same as prorfasmut

Q: Is steinmulte complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair3,OPP,Q,pair3,prorfasmut,steinmulte,simple,complex,3890,5766,attribute_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is the opposite of prorfasmut

Q: Is steinmulte complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair3,MORE,P,pair3,prorfasmut,steinmulte,steinmulte,prorfasmut,119200,124587,novel_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is more/greater than prorfasmut in all respects

Q: Which is more bold, prorfasmut or steinmulte? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair3,LESS,P,pair3,prorfasmut,steinmulte,prorfasmut,steinmulte,124587,119200,novel_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is less/smaller than prorfasmut in all respects

Q: Which is more bold, prorfasmut or steinmulte? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair3,MORE,Q,pair3,prorfasmut,steinmulte,steinmulte,prorfasmut,119200,124587,novel_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is more/greater than prorfasmut in all respects

Q: Which is more complex, prorfasmut or steinmulte? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair3,LESS,Q,pair3,prorfasmut,steinmulte,prorfasmut,steinmulte,124587,119200,novel_word,"Definitions:
- prorfasmut: something that is bold and complex
- steinmulte is less/smaller than prorfasmut in all respects

Q: Which is more complex, prorfasmut or steinmulte? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair4,SAME,P,pair4,brairaisgor,nirfaigum,bold,cautious,16740,56608,attribute_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is the same as brairaisgor

Q: Is nirfaigum bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair4,OPP,P,pair4,brairaisgor,nirfaigum,cautious,bold,56608,16740,attribute_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is the opposite of brairaisgor

Q: Is nirfaigum bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair4,SAME,Q,pair4,brairaisgor,nirfaigum,complex,simple,5766,3890,attribute_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is the same as brairaisgor

Q: Is nirfaigum complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair4,OPP,Q,pair4,brairaisgor,nirfaigum,simple,complex,3890,5766,attribute_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is the opposite of brairaisgor

Q: Is nirfaigum complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair4,MORE,P,pair4,brairaisgor,nirfaigum,nirfaigum,brairaisgor,114179,2984,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is more/greater than brairaisgor in all respects

Q: Which is more bold, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair4,LESS,P,pair4,brairaisgor,nirfaigum,brairaisgor,nirfaigum,2984,114179,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is less/smaller than brairaisgor in all respects

Q: Which is more bold, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair4,MORE,Q,pair4,brairaisgor,nirfaigum,nirfaigum,brairaisgor,114179,2984,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is more/greater than brairaisgor in all respects

Q: Which is more complex, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair4,LESS,Q,pair4,brairaisgor,nirfaigum,brairaisgor,nirfaigum,2984,114179,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is less/smaller than brairaisgor in all respects

Q: Which is more complex, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair5,SAME,P,pair5,prinmaiprur,slaitroder,bold,cautious,16740,56608,attribute_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is the same as prinmaiprur

Q: Is slaitroder bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair5,OPP,P,pair5,prinmaiprur,slaitroder,cautious,bold,56608,16740,attribute_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is the opposite of prinmaiprur

Q: Is slaitroder bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair5,SAME,Q,pair5,prinmaiprur,slaitroder,complex,simple,5766,3890,attribute_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is the same as prinmaiprur

Q: Is slaitroder complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair5,OPP,Q,pair5,prinmaiprur,slaitroder,simple,complex,3890,5766,attribute_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is the opposite of prinmaiprur

Q: Is slaitroder complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair5,MORE,P,pair5,prinmaiprur,slaitroder,slaitroder,prinmaiprur,8356,2711,novel_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is more/greater than prinmaiprur in all respects

Q: Which is more bold, prinmaiprur or slaitroder? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair5,LESS,P,pair5,prinmaiprur,slaitroder,prinmaiprur,slaitroder,2711,8356,novel_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is less/smaller than prinmaiprur in all respects

Q: Which is more bold, prinmaiprur or slaitroder? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair5,MORE,Q,pair5,prinmaiprur,slaitroder,slaitroder,prinmaiprur,8356,2711,novel_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is more/greater than prinmaiprur in all respects

Q: Which is more complex, prinmaiprur or slaitroder? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair5,LESS,Q,pair5,prinmaiprur,slaitroder,prinmaiprur,slaitroder,2711,8356,novel_word,"Definitions:
- prinmaiprur: something that is bold and complex
- slaitroder is less/smaller than prinmaiprur in all respects

Q: Which is more complex, prinmaiprur or slaitroder? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair6,SAME,P,pair6,meisleirret,ganlairlis,bold,cautious,16740,56608,attribute_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is the same as meisleirret

Q: Is ganlairlis bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair6,OPP,P,pair6,meisleirret,ganlairlis,cautious,bold,56608,16740,attribute_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is the opposite of meisleirret

Q: Is ganlairlis bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair6,SAME,Q,pair6,meisleirret,ganlairlis,complex,simple,5766,3890,attribute_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is the same as meisleirret

Q: Is ganlairlis complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair6,OPP,Q,pair6,meisleirret,ganlairlis,simple,complex,3890,5766,attribute_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is the opposite of meisleirret

Q: Is ganlairlis complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair6,MORE,P,pair6,meisleirret,ganlairlis,ganlairlis,meisleirret,9194,104919,novel_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is more/greater than meisleirret in all respects

Q: Which is more bold, meisleirret or ganlairlis? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair6,LESS,P,pair6,meisleirret,ganlairlis,meisleirret,ganlairlis,104919,9194,novel_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is less/smaller than meisleirret in all respects

Q: Which is more bold, meisleirret or ganlairlis? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair6,MORE,Q,pair6,meisleirret,ganlairlis,ganlairlis,meisleirret,9194,104919,novel_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is more/greater than meisleirret in all respects

Q: Which is more complex, meisleirret or ganlairlis? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair6,LESS,Q,pair6,meisleirret,ganlairlis,meisleirret,ganlairlis,104919,9194,novel_word,"Definitions:
- meisleirret: something that is bold and complex
- ganlairlis is less/smaller than meisleirret in all respects

Q: Which is more complex, meisleirret or ganlairlis? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair7,SAME,P,pair7,spogrekun,narzerpru,bold,cautious,16740,56608,attribute_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is the same as spogrekun

Q: Is narzerpru bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair7,OPP,P,pair7,spogrekun,narzerpru,cautious,bold,56608,16740,attribute_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is the opposite of spogrekun

Q: Is narzerpru bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair7,SAME,Q,pair7,spogrekun,narzerpru,complex,simple,5766,3890,attribute_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is the same as spogrekun

Q: Is narzerpru complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair7,OPP,Q,pair7,spogrekun,narzerpru,simple,complex,3890,5766,attribute_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is the opposite of spogrekun

Q: Is narzerpru complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair7,MORE,P,pair7,spogrekun,narzerpru,narzerpru,spogrekun,11733,4431,novel_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is more/greater than spogrekun in all respects

Q: Which is more bold, spogrekun or narzerpru? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair7,LESS,P,pair7,spogrekun,narzerpru,spogrekun,narzerpru,4431,11733,novel_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is less/smaller than spogrekun in all respects

Q: Which is more bold, spogrekun or narzerpru? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair7,MORE,Q,pair7,spogrekun,narzerpru,narzerpru,spogrekun,11733,4431,novel_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is more/greater than spogrekun in all respects

Q: Which is more complex, spogrekun or narzerpru? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair7,LESS,Q,pair7,spogrekun,narzerpru,spogrekun,narzerpru,4431,11733,novel_word,"Definitions:
- spogrekun: something that is bold and complex
- narzerpru is less/smaller than spogrekun in all respects

Q: Which is more complex, spogrekun or narzerpru? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair8,SAME,P,pair8,ruflabrim,tasgrunlout,bold,cautious,16740,56608,attribute_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is the same as ruflabrim

Q: Is tasgrunlout bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair8,OPP,P,pair8,ruflabrim,tasgrunlout,cautious,bold,56608,16740,attribute_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is the opposite of ruflabrim

Q: Is tasgrunlout bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair8,SAME,Q,pair8,ruflabrim,tasgrunlout,complex,simple,5766,3890,attribute_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is the same as ruflabrim

Q: Is tasgrunlout complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair8,OPP,Q,pair8,ruflabrim,tasgrunlout,simple,complex,3890,5766,attribute_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is the opposite of ruflabrim

Q: Is tasgrunlout complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair8,MORE,P,pair8,ruflabrim,tasgrunlout,tasgrunlout,ruflabrim,14281,105057,novel_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is more/greater than ruflabrim in all respects

Q: Which is more bold, ruflabrim or tasgrunlout? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair8,LESS,P,pair8,ruflabrim,tasgrunlout,ruflabrim,tasgrunlout,105057,14281,novel_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is less/smaller than ruflabrim in all respects

Q: Which is more bold, ruflabrim or tasgrunlout? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair8,MORE,Q,pair8,ruflabrim,tasgrunlout,tasgrunlout,ruflabrim,14281,105057,novel_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is more/greater than ruflabrim in all respects

Q: Which is more complex, ruflabrim or tasgrunlout? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair8,LESS,Q,pair8,ruflabrim,tasgrunlout,ruflabrim,tasgrunlout,105057,14281,novel_word,"Definitions:
- ruflabrim: something that is bold and complex
- tasgrunlout is less/smaller than ruflabrim in all respects

Q: Which is more complex, ruflabrim or tasgrunlout? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair9,SAME,P,pair9,vilflardim,kreilboufei,bold,cautious,16740,56608,attribute_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is the same as vilflardim

Q: Is kreilboufei bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair9,OPP,P,pair9,vilflardim,kreilboufei,cautious,bold,56608,16740,attribute_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is the opposite of vilflardim

Q: Is kreilboufei bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair9,SAME,Q,pair9,vilflardim,kreilboufei,complex,simple,5766,3890,attribute_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is the same as vilflardim

Q: Is kreilboufei complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair9,OPP,Q,pair9,vilflardim,kreilboufei,simple,complex,3890,5766,attribute_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is the opposite of vilflardim

Q: Is kreilboufei complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair9,MORE,P,pair9,vilflardim,kreilboufei,kreilboufei,vilflardim,26965,14108,novel_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is more/greater than vilflardim in all respects

Q: Which is more bold, vilflardim or kreilboufei? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair9,LESS,P,pair9,vilflardim,kreilboufei,vilflardim,kreilboufei,14108,26965,novel_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is less/smaller than vilflardim in all respects

Q: Which is more bold, vilflardim or kreilboufei? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair9,MORE,Q,pair9,vilflardim,kreilboufei,kreilboufei,vilflardim,26965,14108,novel_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is more/greater than vilflardim in all respects

Q: Which is more complex, vilflardim or kreilboufei? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair9,LESS,Q,pair9,vilflardim,kreilboufei,vilflardim,kreilboufei,14108,26965,novel_word,"Definitions:
- vilflardim: something that is bold and complex
- kreilboufei is less/smaller than vilflardim in all respects

Q: Which is more complex, vilflardim or kreilboufei? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair10,SAME,P,pair10,bresfirlain,telurkreit,bold,cautious,16740,56608,attribute_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is the same as bresfirlain

Q: Is telurkreit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair10,OPP,P,pair10,bresfirlain,telurkreit,cautious,bold,56608,16740,attribute_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is the opposite of bresfirlain

Q: Is telurkreit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair10,SAME,Q,pair10,bresfirlain,telurkreit,complex,simple,5766,3890,attribute_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is the same as bresfirlain

Q: Is telurkreit complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair10,OPP,Q,pair10,bresfirlain,telurkreit,simple,complex,3890,5766,attribute_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is the opposite of bresfirlain

Q: Is telurkreit complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair10,MORE,P,pair10,bresfirlain,telurkreit,telurkreit,bresfirlain,82532,198573,novel_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is more/greater than bresfirlain in all respects

Q: Which is more bold, bresfirlain or telurkreit? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair10,LESS,P,pair10,bresfirlain,telurkreit,bresfirlain,telurkreit,198573,82532,novel_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is less/smaller than bresfirlain in all respects

Q: Which is more bold, bresfirlain or telurkreit? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair10,MORE,Q,pair10,bresfirlain,telurkreit,telurkreit,bresfirlain,82532,198573,novel_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is more/greater than bresfirlain in all respects

Q: Which is more complex, bresfirlain or telurkreit? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair10,LESS,Q,pair10,bresfirlain,telurkreit,bresfirlain,telurkreit,198573,82532,novel_word,"Definitions:
- bresfirlain: something that is bold and complex
- telurkreit is less/smaller than bresfirlain in all respects

Q: Which is more complex, bresfirlain or telurkreit? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair11,SAME,P,pair11,nasnailbril,florposbrer,bold,cautious,16740,56608,attribute_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is the same as nasnailbril

Q: Is florposbrer bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair11,OPP,P,pair11,nasnailbril,florposbrer,cautious,bold,56608,16740,attribute_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is the opposite of nasnailbril

Q: Is florposbrer bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair11,SAME,Q,pair11,nasnailbril,florposbrer,complex,simple,5766,3890,attribute_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is the same as nasnailbril

Q: Is florposbrer complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair11,OPP,Q,pair11,nasnailbril,florposbrer,simple,complex,3890,5766,attribute_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is the opposite of nasnailbril

Q: Is florposbrer complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair11,MORE,P,pair11,nasnailbril,florposbrer,florposbrer,nasnailbril,10674,7863,novel_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is more/greater than nasnailbril in all respects

Q: Which is more bold, nasnailbril or florposbrer? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair11,LESS,P,pair11,nasnailbril,florposbrer,nasnailbril,florposbrer,7863,10674,novel_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is less/smaller than nasnailbril in all respects

Q: Which is more bold, nasnailbril or florposbrer? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair11,MORE,Q,pair11,nasnailbril,florposbrer,florposbrer,nasnailbril,10674,7863,novel_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is more/greater than nasnailbril in all respects

Q: Which is more complex, nasnailbril or florposbrer? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair11,LESS,Q,pair11,nasnailbril,florposbrer,nasnailbril,florposbrer,7863,10674,novel_word,"Definitions:
- nasnailbril: something that is bold and complex
- florposbrer is less/smaller than nasnailbril in all respects

Q: Which is more complex, nasnailbril or florposbrer? (Answer EXACTLY ONE WORD)
A:"
