trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
SAME_Q_pair1,SAME,Q,pair1,rosbrullail,bolgrolvem,complex,simple,6485,4382,attribute_word,"Definitions:
- rosbrullail: something that is bold and complex
- bolgrolvem is the same as rosbrullail

Q: Is bolgrolvem complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair1,OPP,Q,pair1,rosbrullail,bolgrolvem,simple,complex,4382,6485,attribute_word,"Definitions:
- rosbrullail: something that is bold and complex
- bolgrolvem is the opposite of rosbrullail

Q: Is bolgrolvem complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair1,MORE,P,pair1,rosbrullail,bolgrolvem,bolgrolvem,rosbrullail,21434,27282,novel_word,"Definitions:
- rosbrullail: something that is bold and complex
- bolgrolvem is more/greater than rosbrullail in all respects

Q: Which is more bold, rosbrullail or bolgrolvem? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair1,LESS,P,pair1,rosbrullail,bolgrolvem,rosbrullail,bolgrolvem,27282,21434,novel_word,"Definitions:
- rosbrullail: something that is bold and complex
- bolgrolvem is less/smaller than rosbrullail in all respects

Q: Which is more bold, rosbrullail or bolgrolvem? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair1,MORE,Q,pair1,rosbrullail,bolgrolvem,bolgrolvem,rosbrullail,21434,27282,novel_word,"Definitions:
- rosbrullail: something that is bold and complex
- bolgrolvem is more/greater than rosbrullail in all respects

Q: Which is more complex, rosbrullail or bolgrolvem? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair1,LESS,Q,pair1,rosbrullail,bolgrolvem,rosbrullail,bolgrolvem,27282,21434,novel_word,"Definitions:
- rosbrullail: something that is bold and complex
- bolgrolvem is less/smaller than rosbrullail in all respects

Q: Which is more complex, rosbrullail or bolgrolvem? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair2,SAME,P,pair2,vibospat,bunkastrur,bold,cautious,14265,46878,attribute_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is the same as vibospat

Q: Is bunkastrur bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair2,OPP,P,pair2,vibospat,bunkastrur,cautious,bold,46878,14265,attribute_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is the opposite of vibospat

Q: Is bunkastrur bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair2,SAME,Q,pair2,vibospat,bunkastrur,complex,simple,6485,4382,attribute_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is the same as vibospat

Q: Is bunkastrur complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair2,OPP,Q,pair2,vibospat,bunkastrur,simple,complex,4382,6485,attribute_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is the opposite of vibospat

Q: Is bunkastrur complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair2,MORE,P,pair2,vibospat,bunkastrur,bunkastrur,vibospat,46569,56400,novel_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is more/greater than vibospat in all respects

Q: Which is more bold, vibospat or bunkastrur? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair2,LESS,P,pair2,vibospat,bunkastrur,vibospat,bunkastrur,56400,46569,novel_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is less/smaller than vibospat in all respects

Q: Which is more bold, vibospat or bunkastrur? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair2,MORE,Q,pair2,vibospat,bunkastrur,bunkastrur,vibospat,46569,56400,novel_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is more/greater than vibospat in all respects

Q: Which is more complex, vibospat or bunkastrur? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair2,LESS,Q,pair2,vibospat,bunkastrur,vibospat,bunkastrur,56400,46569,novel_word,"Definitions:
- vibospat: something that is bold and complex
- bunkastrur is less/smaller than vibospat in all respects

Q: Which is more complex, vibospat or bunkastrur? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair3,SAME,P,pair3,kesfeisslem,sourmugrat,bold,cautious,14265,46878,attribute_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is the same as kesfeisslem

Q: Is sourmugrat bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair3,OPP,P,pair3,kesfeisslem,sourmugrat,cautious,bold,46878,14265,attribute_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is the opposite of kesfeisslem

Q: Is sourmugrat bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair3,SAME,Q,pair3,kesfeisslem,sourmugrat,complex,simple,6485,4382,attribute_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is the same as kesfeisslem

Q: Is sourmugrat complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair3,OPP,Q,pair3,kesfeisslem,sourmugrat,simple,complex,4382,6485,attribute_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is the opposite of kesfeisslem

Q: Is sourmugrat complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair3,MORE,P,pair3,kesfeisslem,sourmugrat,sourmugrat,kesfeisslem,20897,52077,novel_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is more/greater than kesfeisslem in all respects

Q: Which is more bold, kesfeisslem or sourmugrat? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair3,LESS,P,pair3,kesfeisslem,sourmugrat,kesfeisslem,sourmugrat,52077,20897,novel_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is less/smaller than kesfeisslem in all respects

Q: Which is more bold, kesfeisslem or sourmugrat? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair3,MORE,Q,pair3,kesfeisslem,sourmugrat,sourmugrat,kesfeisslem,20897,52077,novel_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is more/greater than kesfeisslem in all respects

Q: Which is more complex, kesfeisslem or sourmugrat? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair3,LESS,Q,pair3,kesfeisslem,sourmugrat,kesfeisslem,sourmugrat,52077,20897,novel_word,"Definitions:
- kesfeisslem: something that is bold and complex
- sourmugrat is less/smaller than kesfeisslem in all respects

Q: Which is more complex, kesfeisslem or sourmugrat? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair4,SAME,P,pair4,mongelpreir,sousnoltour,bold,cautious,14265,46878,attribute_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is the same as mongelpreir

Q: Is sousnoltour bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair4,OPP,P,pair4,mongelpreir,sousnoltour,cautious,bold,46878,14265,attribute_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is the opposite of mongelpreir

Q: Is sousnoltour bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair4,SAME,Q,pair4,mongelpreir,sousnoltour,complex,simple,6485,4382,attribute_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is the same as mongelpreir

Q: Is sousnoltour complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair4,OPP,Q,pair4,mongelpreir,sousnoltour,simple,complex,4382,6485,attribute_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is the opposite of mongelpreir

Q: Is sousnoltour complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair4,MORE,P,pair4,mongelpreir,sousnoltour,sousnoltour,mongelpreir,32592,75642,novel_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is more/greater than mongelpreir in all respects

Q: Which is more bold, mongelpreir or sousnoltour? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair4,LESS,P,pair4,mongelpreir,sousnoltour,mongelpreir,sousnoltour,75642,32592,novel_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is less/smaller than mongelpreir in all respects

Q: Which is more bold, mongelpreir or sousnoltour? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair4,MORE,Q,pair4,mongelpreir,sousnoltour,sousnoltour,mongelpreir,32592,75642,novel_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is more/greater than mongelpreir in all respects

Q: Which is more complex, mongelpreir or sousnoltour? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair4,LESS,Q,pair4,mongelpreir,sousnoltour,mongelpreir,sousnoltour,75642,32592,novel_word,"Definitions:
- mongelpreir: something that is bold and complex
- sousnoltour is less/smaller than mongelpreir in all respects

Q: Which is more complex, mongelpreir or sousnoltour? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair5,SAME,P,pair5,banfelvour,lolvowair,bold,cautious,14265,46878,attribute_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is the same as banfelvour

Q: Is lolvowair bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair5,OPP,P,pair5,banfelvour,lolvowair,cautious,bold,46878,14265,attribute_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is the opposite of banfelvour

Q: Is lolvowair bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair5,SAME,Q,pair5,banfelvour,lolvowair,complex,simple,6485,4382,attribute_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is the same as banfelvour

Q: Is lolvowair complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair5,OPP,Q,pair5,banfelvour,lolvowair,simple,complex,4382,6485,attribute_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is the opposite of banfelvour

Q: Is lolvowair complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair5,MORE,P,pair5,banfelvour,lolvowair,lolvowair,banfelvour,28509,9120,novel_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is more/greater than banfelvour in all respects

Q: Which is more bold, banfelvour or lolvowair? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair5,LESS,P,pair5,banfelvour,lolvowair,banfelvour,lolvowair,9120,28509,novel_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is less/smaller than banfelvour in all respects

Q: Which is more bold, banfelvour or lolvowair? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair5,MORE,Q,pair5,banfelvour,lolvowair,lolvowair,banfelvour,28509,9120,novel_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is more/greater than banfelvour in all respects

Q: Which is more complex, banfelvour or lolvowair? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair5,LESS,Q,pair5,banfelvour,lolvowair,banfelvour,lolvowair,9120,28509,novel_word,"Definitions:
- banfelvour: something that is bold and complex
- lolvowair is less/smaller than banfelvour in all respects

Q: Which is more complex, banfelvour or lolvowair? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair6,SAME,P,pair6,posflanoul,serlusteit,bold,cautious,14265,46878,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the same as posflanoul

Q: Is serlusteit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair6,OPP,P,pair6,posflanoul,serlusteit,cautious,bold,46878,14265,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the opposite of posflanoul

Q: Is serlusteit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair6,SAME,Q,pair6,posflanoul,serlusteit,complex,simple,6485,4382,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the same as posflanoul

Q: Is serlusteit complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair6,OPP,Q,pair6,posflanoul,serlusteit,simple,complex,4382,6485,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the opposite of posflanoul

Q: Is serlusteit complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair6,MORE,P,pair6,posflanoul,serlusteit,serlusteit,posflanoul,1446,1153,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is more/greater than posflanoul in all respects

Q: Which is more bold, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair6,LESS,P,pair6,posflanoul,serlusteit,posflanoul,serlusteit,1153,1446,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is less/smaller than posflanoul in all respects

Q: Which is more bold, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair6,MORE,Q,pair6,posflanoul,serlusteit,serlusteit,posflanoul,1446,1153,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is more/greater than posflanoul in all respects

Q: Which is more complex, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair6,LESS,Q,pair6,posflanoul,serlusteit,posflanoul,serlusteit,1153,1446,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is less/smaller than posflanoul in all respects

Q: Which is more complex, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair7,SAME,P,pair7,dilzairplan,birtrikul,bold,cautious,14265,46878,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the same as dilzairplan

Q: Is birtrikul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair7,OPP,P,pair7,dilzairplan,birtrikul,cautious,bold,46878,14265,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the opposite of dilzairplan

Q: Is birtrikul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair7,SAME,Q,pair7,dilzairplan,birtrikul,complex,simple,6485,4382,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the same as dilzairplan

Q: Is birtrikul complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair7,OPP,Q,pair7,dilzairplan,birtrikul,simple,complex,4382,6485,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the opposite of dilzairplan

Q: Is birtrikul complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair7,MORE,P,pair7,dilzairplan,birtrikul,birtrikul,dilzairplan,15606,19371,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is more/greater than dilzairplan in all respects

Q: Which is more bold, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair7,LESS,P,pair7,dilzairplan,birtrikul,dilzairplan,birtrikul,19371,15606,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is less/smaller than dilzairplan in all respects

Q: Which is more bold, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair7,MORE,Q,pair7,dilzairplan,birtrikul,birtrikul,dilzairplan,15606,19371,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is more/greater than dilzairplan in all respects

Q: Which is more complex, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair7,LESS,Q,pair7,dilzairplan,birtrikul,dilzairplan,birtrikul,19371,15606,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is less/smaller than dilzairplan in all respects

Q: Which is more complex, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair8,SAME,P,pair8,silvunslos,brotrislus,bold,cautious,14265,46878,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the same as silvunslos

Q: Is brotrislus bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair8,OPP,P,pair8,silvunslos,brotrislus,cautious,bold,46878,14265,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the opposite of silvunslos

Q: Is brotrislus bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair8,SAME,Q,pair8,silvunslos,brotrislus,complex,simple,6485,4382,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the same as silvunslos

Q: Is brotrislus complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair8,OPP,Q,pair8,silvunslos,brotrislus,simple,complex,4382,6485,attribute_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is the opposite of silvunslos

Q: Is brotrislus complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair8,MORE,P,pair8,silvunslos,brotrislus,brotrislus,silvunslos,2967,5554,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is more/greater than silvunslos in all respects

Q: Which is more bold, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair8,LESS,P,pair8,silvunslos,brotrislus,silvunslos,brotrislus,5554,2967,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is less/smaller than silvunslos in all respects

Q: Which is more bold, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair8,MORE,Q,pair8,silvunslos,brotrislus,brotrislus,silvunslos,2967,5554,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is more/greater than silvunslos in all respects

Q: Which is more complex, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair8,LESS,Q,pair8,silvunslos,brotrislus,silvunslos,brotrislus,5554,2967,novel_word,"Definitions:
- silvunslos: something that is bold and complex
- brotrislus is less/smaller than silvunslos in all respects

Q: Which is more complex, silvunslos or brotrislus? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair9,SAME,P,pair9,maintounbes,werplaiker,bold,cautious,14265,46878,attribute_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is the same as maintounbes

Q: Is werplaiker bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair9,OPP,P,pair9,maintounbes,werplaiker,cautious,bold,46878,14265,attribute_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is the opposite of maintounbes

Q: Is werplaiker bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair9,SAME,Q,pair9,maintounbes,werplaiker,complex,simple,6485,4382,attribute_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is the same as maintounbes

Q: Is werplaiker complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair9,OPP,Q,pair9,maintounbes,werplaiker,simple,complex,4382,6485,attribute_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is the opposite of maintounbes

Q: Is werplaiker complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair9,MORE,P,pair9,maintounbes,werplaiker,werplaiker,maintounbes,7205,5088,novel_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is more/greater than maintounbes in all respects

Q: Which is more bold, maintounbes or werplaiker? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair9,LESS,P,pair9,maintounbes,werplaiker,maintounbes,werplaiker,5088,7205,novel_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is less/smaller than maintounbes in all respects

Q: Which is more bold, maintounbes or werplaiker? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair9,MORE,Q,pair9,maintounbes,werplaiker,werplaiker,maintounbes,7205,5088,novel_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is more/greater than maintounbes in all respects

Q: Which is more complex, maintounbes or werplaiker? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair9,LESS,Q,pair9,maintounbes,werplaiker,maintounbes,werplaiker,5088,7205,novel_word,"Definitions:
- maintounbes: something that is bold and complex
- werplaiker is less/smaller than maintounbes in all respects

Q: Which is more complex, maintounbes or werplaiker? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair10,SAME,P,pair10,pronzeisnim,stirbeinret,bold,cautious,14265,46878,attribute_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is the same as pronzeisnim

Q: Is stirbeinret bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair10,OPP,P,pair10,pronzeisnim,stirbeinret,cautious,bold,46878,14265,attribute_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is the opposite of pronzeisnim

Q: Is stirbeinret bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair10,SAME,Q,pair10,pronzeisnim,stirbeinret,complex,simple,6485,4382,attribute_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is the same as pronzeisnim

Q: Is stirbeinret complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair10,OPP,Q,pair10,pronzeisnim,stirbeinret,simple,complex,4382,6485,attribute_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is the opposite of pronzeisnim

Q: Is stirbeinret complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair10,MORE,P,pair10,pronzeisnim,stirbeinret,stirbeinret,pronzeisnim,23935,19126,novel_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is more/greater than pronzeisnim in all respects

Q: Which is more bold, pronzeisnim or stirbeinret? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair10,LESS,P,pair10,pronzeisnim,stirbeinret,pronzeisnim,stirbeinret,19126,23935,novel_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is less/smaller than pronzeisnim in all respects

Q: Which is more bold, pronzeisnim or stirbeinret? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair10,MORE,Q,pair10,pronzeisnim,stirbeinret,stirbeinret,pronzeisnim,23935,19126,novel_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is more/greater than pronzeisnim in all respects

Q: Which is more complex, pronzeisnim or stirbeinret? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair10,LESS,Q,pair10,pronzeisnim,stirbeinret,pronzeisnim,stirbeinret,19126,23935,novel_word,"Definitions:
- pronzeisnim: something that is bold and complex
- stirbeinret is less/smaller than pronzeisnim in all respects

Q: Which is more complex, pronzeisnim or stirbeinret? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair11,SAME,P,pair11,treinkispir,finprilna,bold,cautious,14265,46878,attribute_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is the same as treinkispir

Q: Is finprilna bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair11,OPP,P,pair11,treinkispir,finprilna,cautious,bold,46878,14265,attribute_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is the opposite of treinkispir

Q: Is finprilna bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair11,SAME,Q,pair11,treinkispir,finprilna,complex,simple,6485,4382,attribute_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is the same as treinkispir

Q: Is finprilna complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair11,OPP,Q,pair11,treinkispir,finprilna,simple,complex,4382,6485,attribute_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is the opposite of treinkispir

Q: Is finprilna complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair11,MORE,P,pair11,treinkispir,finprilna,finprilna,treinkispir,1913,4353,novel_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is more/greater than treinkispir in all respects

Q: Which is more bold, treinkispir or finprilna? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair11,LESS,P,pair11,treinkispir,finprilna,treinkispir,finprilna,4353,1913,novel_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is less/smaller than treinkispir in all respects

Q: Which is more bold, treinkispir or finprilna? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair11,MORE,Q,pair11,treinkispir,finprilna,finprilna,treinkispir,1913,4353,novel_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is more/greater than treinkispir in all respects

Q: Which is more complex, treinkispir or finprilna? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair11,LESS,Q,pair11,treinkispir,finprilna,treinkispir,finprilna,4353,1913,novel_word,"Definitions:
- treinkispir: something that is bold and complex
- finprilna is less/smaller than treinkispir in all respects

Q: Which is more complex, treinkispir or finprilna? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair12,SAME,P,pair12,belsobrait,sesstofi,bold,cautious,14265,46878,attribute_word,"Definitions:
- belsobrait: something that is bold and complex
- sesstofi is the same as belsobrait

Q: Is sesstofi bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair12,OPP,P,pair12,belsobrait,sesstofi,cautious,bold,46878,14265,attribute_word,"Definitions:
- belsobrait: something that is bold and complex
- sesstofi is the opposite of belsobrait

Q: Is sesstofi bold or cautious? (Answer EXACTLY ONE WORD)
A:"
