trial_id,crel,attr_dim,pair_id,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,correct_first_subtoken_text,incorrect_first_subtoken_text,correct_token_count,incorrect_token_count
LESS_Q_pair2,LESS,Q,pair2,pansaissail,felrulmat,64883,18515, pans, fel,4,4
SAME_P_pair3,SAME,P,pair3,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair3,OPP,P,pair3,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair3,SAME,Q,pair3,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair3,OPP,Q,pair3,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair3,MORE,P,pair3,masresgrum,lenfugron,9427,2479, mas, len,4,4
LESS_P_pair3,LESS,P,pair3,lenfugron,masresgrum,2479,9427, len, mas,4,4
MORE_Q_pair3,MORE,Q,pair3,masresgrum,lenfugron,9427,2479, mas, len,4,4
LESS_Q_pair3,LESS,Q,pair3,lenfugron,masresgrum,2479,9427, len, mas,4,4
SAME_P_pair4,SAME,P,pair4,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair4,OPP,P,pair4,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair4,SAME,Q,pair4,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair4,OPP,Q,pair4,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair4,MORE,P,pair4,girneisli,traswansoul,41389,34264, gir, tras,4,4
LESS_P_pair4,LESS,P,pair4,traswansoul,girneisli,34264,41389, tras, gir,4,4
MORE_Q_pair4,MORE,Q,pair4,girneisli,traswansoul,41389,34264, gir, tras,4,4
LESS_Q_pair4,LESS,Q,pair4,traswansoul,girneisli,34264,41389, tras, gir,4,4
SAME_P_pair5,SAME,P,pair5,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair5,OPP,P,pair5,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair5,SAME,Q,pair5,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair5,OPP,Q,pair5,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair5,MORE,P,pair5,sursternaik,ferzeisrail,1765,18728, sur, fer,4,4
LESS_P_pair5,LESS,P,pair5,ferzeisrail,sursternaik,18728,1765, fer, sur,4,4
MORE_Q_pair5,MORE,Q,pair5,sursternaik,ferzeisrail,1765,18728, sur, fer,4,4
LESS_Q_pair5,LESS,Q,pair5,ferzeisrail,sursternaik,18728,1765, fer, sur,4,4
SAME_P_pair6,SAME,P,pair6,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair6,OPP,P,pair6,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair6,SAME,Q,pair6,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair6,OPP,Q,pair6,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair6,MORE,P,pair6,mantunkrur,stipreisdol,26976,43773, mant, stip,4,4
LESS_P_pair6,LESS,P,pair6,stipreisdol,mantunkrur,43773,26976, stip, mant,4,4
MORE_Q_pair6,MORE,Q,pair6,mantunkrur,stipreisdol,26976,43773, mant, stip,4,4
LESS_Q_pair6,LESS,Q,pair6,stipreisdol,mantunkrur,43773,26976, stip, mant,4,4
SAME_P_pair7,SAME,P,pair7,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair7,OPP,P,pair7,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair7,SAME,Q,pair7,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair7,OPP,Q,pair7,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair7,MORE,P,pair7,grinflermai,firtrarspel,59380,35092, grin, fir,4,4
LESS_P_pair7,LESS,P,pair7,firtrarspel,grinflermai,35092,59380, fir, grin,4,4
MORE_Q_pair7,MORE,Q,pair7,grinflermai,firtrarspel,59380,35092, grin, fir,4,4
LESS_Q_pair7,LESS,Q,pair7,firtrarspel,grinflermai,35092,59380, fir, grin,4,4
SAME_P_pair8,SAME,P,pair8,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair8,OPP,P,pair8,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair8,SAME,Q,pair8,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair8,OPP,Q,pair8,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair8,MORE,P,pair8,fleirstelit,takrunbren,13259,18608, fle, tak,4,4
LESS_P_pair8,LESS,P,pair8,takrunbren,fleirstelit,18608,13259, tak, fle,4,4
MORE_Q_pair8,MORE,Q,pair8,fleirstelit,takrunbren,13259,18608, fle, tak,4,4
LESS_Q_pair8,LESS,Q,pair8,takrunbren,fleirstelit,18608,13259, tak, fle,4,4
SAME_P_pair9,SAME,P,pair9,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair9,OPP,P,pair9,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair9,SAME,Q,pair9,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair9,OPP,Q,pair9,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair9,MORE,P,pair9,fouwoudeil,tirzurspail,57625,45712, fou, tir,5,5
LESS_P_pair9,LESS,P,pair9,tirzurspail,fouwoudeil,45712,57625, tir, fou,5,5
MORE_Q_pair9,MORE,Q,pair9,fouwoudeil,tirzurspail,57625,45712, fou, tir,5,5
LESS_Q_pair9,LESS,Q,pair9,tirzurspail,fouwoudeil,45712,57625, tir, fou,5,5
