trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
MORE_P_pair1,MORE,P,pair1,brairaisgor,nirfaigum,nirfaigum,brairaisgor,97924,20716,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is more/greater than brairaisgor in all respects

Q: Which is more bold, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair1,LESS,P,pair1,brairaisgor,nirfaigum,brairaisgor,nirfaigum,20716,97924,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is less/smaller than brairaisgor in all respects

Q: Which is more bold, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair1,MORE,Q,pair1,brairaisgor,nirfaigum,nirfaigum,brairaisgor,97924,20716,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is more/greater than brairaisgor in all respects

Q: Which is more complex, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair1,LESS,Q,pair1,brairaisgor,nirfaigum,brairaisgor,nirfaigum,20716,97924,novel_word,"Definitions:
- brairaisgor: something that is bold and complex
- nirfaigum is less/smaller than brairaisgor in all respects

Q: Which is more complex, brairaisgor or nirfaigum? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair2,SAME,P,pair2,slelweisgem,tesflurfait,bold,cautious,14265,46878,attribute_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is the same as slelweisgem

Q: Is tesflurfait bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair2,OPP,P,pair2,slelweisgem,tesflurfait,cautious,bold,46878,14265,attribute_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is the opposite of slelweisgem

Q: Is tesflurfait bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair2,SAME,Q,pair2,slelweisgem,tesflurfait,complex,simple,6485,4382,attribute_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is the same as slelweisgem

Q: Is tesflurfait complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair2,OPP,Q,pair2,slelweisgem,tesflurfait,simple,complex,4382,6485,attribute_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is the opposite of slelweisgem

Q: Is tesflurfait complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair2,MORE,P,pair2,slelweisgem,tesflurfait,tesflurfait,slelweisgem,51309,20328,novel_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is more/greater than slelweisgem in all respects

Q: Which is more bold, slelweisgem or tesflurfait? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair2,LESS,P,pair2,slelweisgem,tesflurfait,slelweisgem,tesflurfait,20328,51309,novel_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is less/smaller than slelweisgem in all respects

Q: Which is more bold, slelweisgem or tesflurfait? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair2,MORE,Q,pair2,slelweisgem,tesflurfait,tesflurfait,slelweisgem,51309,20328,novel_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is more/greater than slelweisgem in all respects

Q: Which is more complex, slelweisgem or tesflurfait? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair2,LESS,Q,pair2,slelweisgem,tesflurfait,slelweisgem,tesflurfait,20328,51309,novel_word,"Definitions:
- slelweisgem: something that is bold and complex
- tesflurfait is less/smaller than slelweisgem in all respects

Q: Which is more complex, slelweisgem or tesflurfait? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair3,SAME,P,pair3,deborbul,setulvil,bold,cautious,14265,46878,attribute_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is the same as deborbul

Q: Is setulvil bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair3,OPP,P,pair3,deborbul,setulvil,cautious,bold,46878,14265,attribute_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is the opposite of deborbul

Q: Is setulvil bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair3,SAME,Q,pair3,deborbul,setulvil,complex,simple,6485,4382,attribute_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is the same as deborbul

Q: Is setulvil complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair3,OPP,Q,pair3,deborbul,setulvil,simple,complex,4382,6485,attribute_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is the opposite of deborbul

Q: Is setulvil complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair3,MORE,P,pair3,deborbul,setulvil,setulvil,deborbul,743,4316,novel_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is more/greater than deborbul in all respects

Q: Which is more bold, deborbul or setulvil? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair3,LESS,P,pair3,deborbul,setulvil,deborbul,setulvil,4316,743,novel_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is less/smaller than deborbul in all respects

Q: Which is more bold, deborbul or setulvil? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair3,MORE,Q,pair3,deborbul,setulvil,setulvil,deborbul,743,4316,novel_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is more/greater than deborbul in all respects

Q: Which is more complex, deborbul or setulvil? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair3,LESS,Q,pair3,deborbul,setulvil,deborbul,setulvil,4316,743,novel_word,"Definitions:
- deborbul: something that is bold and complex
- setulvil is less/smaller than deborbul in all respects

Q: Which is more complex, deborbul or setulvil? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair4,SAME,P,pair4,bolvonwai,fuslalspur,bold,cautious,14265,46878,attribute_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is the same as bolvonwai

Q: Is fuslalspur bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair4,OPP,P,pair4,bolvonwai,fuslalspur,cautious,bold,46878,14265,attribute_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is the opposite of bolvonwai

Q: Is fuslalspur bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair4,SAME,Q,pair4,bolvonwai,fuslalspur,complex,simple,6485,4382,attribute_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is the same as bolvonwai

Q: Is fuslalspur complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair4,OPP,Q,pair4,bolvonwai,fuslalspur,simple,complex,4382,6485,attribute_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is the opposite of bolvonwai

Q: Is fuslalspur complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair4,MORE,P,pair4,bolvonwai,fuslalspur,fuslalspur,bolvonwai,69578,21434,novel_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is more/greater than bolvonwai in all respects

Q: Which is more bold, bolvonwai or fuslalspur? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair4,LESS,P,pair4,bolvonwai,fuslalspur,bolvonwai,fuslalspur,21434,69578,novel_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is less/smaller than bolvonwai in all respects

Q: Which is more bold, bolvonwai or fuslalspur? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair4,MORE,Q,pair4,bolvonwai,fuslalspur,fuslalspur,bolvonwai,69578,21434,novel_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is more/greater than bolvonwai in all respects

Q: Which is more complex, bolvonwai or fuslalspur? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair4,LESS,Q,pair4,bolvonwai,fuslalspur,bolvonwai,fuslalspur,21434,69578,novel_word,"Definitions:
- bolvonwai: something that is bold and complex
- fuslalspur is less/smaller than bolvonwai in all respects

Q: Which is more complex, bolvonwai or fuslalspur? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair5,SAME,P,pair5,boulnoloun,runpourgrul,bold,cautious,14265,46878,attribute_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is the same as boulnoloun

Q: Is runpourgrul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair5,OPP,P,pair5,boulnoloun,runpourgrul,cautious,bold,46878,14265,attribute_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is the opposite of boulnoloun

Q: Is runpourgrul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair5,SAME,Q,pair5,boulnoloun,runpourgrul,complex,simple,6485,4382,attribute_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is the same as boulnoloun

Q: Is runpourgrul complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair5,OPP,Q,pair5,boulnoloun,runpourgrul,simple,complex,4382,6485,attribute_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is the opposite of boulnoloun

Q: Is runpourgrul complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair5,MORE,P,pair5,boulnoloun,runpourgrul,runpourgrul,boulnoloun,1629,30870,novel_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is more/greater than boulnoloun in all respects

Q: Which is more bold, boulnoloun or runpourgrul? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair5,LESS,P,pair5,boulnoloun,runpourgrul,boulnoloun,runpourgrul,30870,1629,novel_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is less/smaller than boulnoloun in all respects

Q: Which is more bold, boulnoloun or runpourgrul? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair5,MORE,Q,pair5,boulnoloun,runpourgrul,runpourgrul,boulnoloun,1629,30870,novel_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is more/greater than boulnoloun in all respects

Q: Which is more complex, boulnoloun or runpourgrul? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair5,LESS,Q,pair5,boulnoloun,runpourgrul,boulnoloun,runpourgrul,30870,1629,novel_word,"Definitions:
- boulnoloun: something that is bold and complex
- runpourgrul is less/smaller than boulnoloun in all respects

Q: Which is more complex, boulnoloun or runpourgrul? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair6,SAME,P,pair6,sinmoulsoun,tarbreinlom,bold,cautious,14265,46878,attribute_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is the same as sinmoulsoun

Q: Is tarbreinlom bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair6,OPP,P,pair6,sinmoulsoun,tarbreinlom,cautious,bold,46878,14265,attribute_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is the opposite of sinmoulsoun

Q: Is tarbreinlom bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair6,SAME,Q,pair6,sinmoulsoun,tarbreinlom,complex,simple,6485,4382,attribute_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is the same as sinmoulsoun

Q: Is tarbreinlom complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair6,OPP,Q,pair6,sinmoulsoun,tarbreinlom,simple,complex,4382,6485,attribute_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is the opposite of sinmoulsoun

Q: Is tarbreinlom complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair6,MORE,P,pair6,sinmoulsoun,tarbreinlom,tarbreinlom,sinmoulsoun,12460,7589,novel_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is more/greater than sinmoulsoun in all respects

Q: Which is more bold, sinmoulsoun or tarbreinlom? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair6,LESS,P,pair6,sinmoulsoun,tarbreinlom,sinmoulsoun,tarbreinlom,7589,12460,novel_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is less/smaller than sinmoulsoun in all respects

Q: Which is more bold, sinmoulsoun or tarbreinlom? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair6,MORE,Q,pair6,sinmoulsoun,tarbreinlom,tarbreinlom,sinmoulsoun,12460,7589,novel_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is more/greater than sinmoulsoun in all respects

Q: Which is more complex, sinmoulsoun or tarbreinlom? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair6,LESS,Q,pair6,sinmoulsoun,tarbreinlom,sinmoulsoun,tarbreinlom,7589,12460,novel_word,"Definitions:
- sinmoulsoun: something that is bold and complex
- tarbreinlom is less/smaller than sinmoulsoun in all respects

Q: Which is more complex, sinmoulsoun or tarbreinlom? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair7,SAME,P,pair7,treleirspik,ferstolbrut,bold,cautious,14265,46878,attribute_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is the same as treleirspik

Q: Is ferstolbrut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair7,OPP,P,pair7,treleirspik,ferstolbrut,cautious,bold,46878,14265,attribute_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is the opposite of treleirspik

Q: Is ferstolbrut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair7,SAME,Q,pair7,treleirspik,ferstolbrut,complex,simple,6485,4382,attribute_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is the same as treleirspik

Q: Is ferstolbrut complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair7,OPP,Q,pair7,treleirspik,ferstolbrut,simple,complex,4382,6485,attribute_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is the opposite of treleirspik

Q: Is ferstolbrut complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair7,MORE,P,pair7,treleirspik,ferstolbrut,ferstolbrut,treleirspik,18728,4353,novel_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is more/greater than treleirspik in all respects

Q: Which is more bold, treleirspik or ferstolbrut? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair7,LESS,P,pair7,treleirspik,ferstolbrut,treleirspik,ferstolbrut,4353,18728,novel_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is less/smaller than treleirspik in all respects

Q: Which is more bold, treleirspik or ferstolbrut? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair7,MORE,Q,pair7,treleirspik,ferstolbrut,ferstolbrut,treleirspik,18728,4353,novel_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is more/greater than treleirspik in all respects

Q: Which is more complex, treleirspik or ferstolbrut? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair7,LESS,Q,pair7,treleirspik,ferstolbrut,treleirspik,ferstolbrut,4353,18728,novel_word,"Definitions:
- treleirspik: something that is bold and complex
- ferstolbrut is less/smaller than treleirspik in all respects

Q: Which is more complex, treleirspik or ferstolbrut? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair8,SAME,P,pair8,posflanoul,serlusteit,bold,cautious,14265,46878,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the same as posflanoul

Q: Is serlusteit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair8,OPP,P,pair8,posflanoul,serlusteit,cautious,bold,46878,14265,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the opposite of posflanoul

Q: Is serlusteit bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair8,SAME,Q,pair8,posflanoul,serlusteit,complex,simple,6485,4382,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the same as posflanoul

Q: Is serlusteit complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair8,OPP,Q,pair8,posflanoul,serlusteit,simple,complex,4382,6485,attribute_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is the opposite of posflanoul

Q: Is serlusteit complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair8,MORE,P,pair8,posflanoul,serlusteit,serlusteit,posflanoul,1446,1153,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is more/greater than posflanoul in all respects

Q: Which is more bold, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair8,LESS,P,pair8,posflanoul,serlusteit,posflanoul,serlusteit,1153,1446,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is less/smaller than posflanoul in all respects

Q: Which is more bold, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair8,MORE,Q,pair8,posflanoul,serlusteit,serlusteit,posflanoul,1446,1153,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is more/greater than posflanoul in all respects

Q: Which is more complex, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair8,LESS,Q,pair8,posflanoul,serlusteit,posflanoul,serlusteit,1153,1446,novel_word,"Definitions:
- posflanoul: something that is bold and complex
- serlusteit is less/smaller than posflanoul in all respects

Q: Which is more complex, posflanoul or serlusteit? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair9,SAME,P,pair9,dilzairplan,birtrikul,bold,cautious,14265,46878,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the same as dilzairplan

Q: Is birtrikul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair9,OPP,P,pair9,dilzairplan,birtrikul,cautious,bold,46878,14265,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the opposite of dilzairplan

Q: Is birtrikul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair9,SAME,Q,pair9,dilzairplan,birtrikul,complex,simple,6485,4382,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the same as dilzairplan

Q: Is birtrikul complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair9,OPP,Q,pair9,dilzairplan,birtrikul,simple,complex,4382,6485,attribute_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is the opposite of dilzairplan

Q: Is birtrikul complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair9,MORE,P,pair9,dilzairplan,birtrikul,birtrikul,dilzairplan,15606,19371,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is more/greater than dilzairplan in all respects

Q: Which is more bold, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair9,LESS,P,pair9,dilzairplan,birtrikul,dilzairplan,birtrikul,19371,15606,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is less/smaller than dilzairplan in all respects

Q: Which is more bold, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair9,MORE,Q,pair9,dilzairplan,birtrikul,birtrikul,dilzairplan,15606,19371,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is more/greater than dilzairplan in all respects

Q: Which is more complex, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair9,LESS,Q,pair9,dilzairplan,birtrikul,dilzairplan,birtrikul,19371,15606,novel_word,"Definitions:
- dilzairplan: something that is bold and complex
- birtrikul is less/smaller than dilzairplan in all respects

Q: Which is more complex, dilzairplan or birtrikul? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair10,SAME,P,pair10,presdeidom,tinmoulrok,bold,cautious,14265,46878,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the same as presdeidom

Q: Is tinmoulrok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair10,OPP,P,pair10,presdeidom,tinmoulrok,cautious,bold,46878,14265,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the opposite of presdeidom

Q: Is tinmoulrok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair10,SAME,Q,pair10,presdeidom,tinmoulrok,complex,simple,6485,4382,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the same as presdeidom

Q: Is tinmoulrok complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair10,OPP,Q,pair10,presdeidom,tinmoulrok,simple,complex,4382,6485,attribute_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is the opposite of presdeidom

Q: Is tinmoulrok complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair10,MORE,P,pair10,presdeidom,tinmoulrok,tinmoulrok,presdeidom,25826,1685,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is more/greater than presdeidom in all respects

Q: Which is more bold, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair10,LESS,P,pair10,presdeidom,tinmoulrok,presdeidom,tinmoulrok,1685,25826,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is less/smaller than presdeidom in all respects

Q: Which is more bold, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair10,MORE,Q,pair10,presdeidom,tinmoulrok,tinmoulrok,presdeidom,25826,1685,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is more/greater than presdeidom in all respects

Q: Which is more complex, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair10,LESS,Q,pair10,presdeidom,tinmoulrok,presdeidom,tinmoulrok,1685,25826,novel_word,"Definitions:
- presdeidom: something that is bold and complex
- tinmoulrok is less/smaller than presdeidom in all respects

Q: Which is more complex, presdeidom or tinmoulrok? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair11,SAME,P,pair11,noudeitrek,wanprormu,bold,cautious,14265,46878,attribute_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is the same as noudeitrek

Q: Is wanprormu bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair11,OPP,P,pair11,noudeitrek,wanprormu,cautious,bold,46878,14265,attribute_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is the opposite of noudeitrek

Q: Is wanprormu bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair11,SAME,Q,pair11,noudeitrek,wanprormu,complex,simple,6485,4382,attribute_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is the same as noudeitrek

Q: Is wanprormu complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair11,OPP,Q,pair11,noudeitrek,wanprormu,simple,complex,4382,6485,attribute_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is the opposite of noudeitrek

Q: Is wanprormu complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair11,MORE,P,pair11,noudeitrek,wanprormu,wanprormu,noudeitrek,78853,20117,novel_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is more/greater than noudeitrek in all respects

Q: Which is more bold, noudeitrek or wanprormu? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair11,LESS,P,pair11,noudeitrek,wanprormu,noudeitrek,wanprormu,20117,78853,novel_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is less/smaller than noudeitrek in all respects

Q: Which is more bold, noudeitrek or wanprormu? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair11,MORE,Q,pair11,noudeitrek,wanprormu,wanprormu,noudeitrek,78853,20117,novel_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is more/greater than noudeitrek in all respects

Q: Which is more complex, noudeitrek or wanprormu? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair11,LESS,Q,pair11,noudeitrek,wanprormu,noudeitrek,wanprormu,20117,78853,novel_word,"Definitions:
- noudeitrek: something that is bold and complex
- wanprormu is less/smaller than noudeitrek in all respects

Q: Which is more complex, noudeitrek or wanprormu? (Answer EXACTLY ONE WORD)
A:"
