trial_id,crel,attr_dim,pair_id,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,correct_first_subtoken_text,incorrect_first_subtoken_text,correct_token_count,incorrect_token_count
LESS_Q_pair2,LESS,Q,pair2,tregeilnel,dansoszeis,4353,7010, tre, dans,4,4
SAME_P_pair3,SAME,P,pair3,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair3,OPP,P,pair3,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair3,SAME,Q,pair3,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair3,OPP,Q,pair3,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair3,MORE,P,pair3,wonillam,zurvaspit,2834,17761, won, zur,3,3
LESS_P_pair3,LESS,P,pair3,zurvaspit,wonillam,17761,2834, zur, won,3,3
MORE_Q_pair3,MORE,Q,pair3,wonillam,zurvaspit,2834,17761, won, zur,3,3
LESS_Q_pair3,LESS,Q,pair3,zurvaspit,wonillam,17761,2834, zur, won,3,3
SAME_P_pair4,SAME,P,pair4,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair4,OPP,P,pair4,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair4,SAME,Q,pair4,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair4,OPP,Q,pair4,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair4,MORE,P,pair4,lubuslok,gulroflek,28445,91370, lub, gul,3,3
LESS_P_pair4,LESS,P,pair4,gulroflek,lubuslok,91370,28445, gul, lub,3,3
MORE_Q_pair4,MORE,Q,pair4,lubuslok,gulroflek,28445,91370, lub, gul,3,3
LESS_Q_pair4,LESS,Q,pair4,gulroflek,lubuslok,91370,28445, gul, lub,3,3
SAME_P_pair5,SAME,P,pair5,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair5,OPP,P,pair5,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair5,SAME,Q,pair5,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair5,OPP,Q,pair5,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair5,MORE,P,pair5,poldeizout,tenlilfeir,1499,5899, pol, ten,4,4
LESS_P_pair5,LESS,P,pair5,tenlilfeir,poldeizout,5899,1499, ten, pol,4,4
MORE_Q_pair5,MORE,Q,pair5,poldeizout,tenlilfeir,1499,5899, pol, ten,4,4
LESS_Q_pair5,LESS,Q,pair5,tenlilfeir,poldeizout,5899,1499, ten, pol,4,4
SAME_P_pair6,SAME,P,pair6,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair6,OPP,P,pair6,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair6,SAME,Q,pair6,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair6,OPP,Q,pair6,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair6,MORE,P,pair6,plurpasnik,dorsongom,60217,77389, plur, dors,3,3
LESS_P_pair6,LESS,P,pair6,dorsongom,plurpasnik,77389,60217, dors, plur,3,3
MORE_Q_pair6,MORE,Q,pair6,plurpasnik,dorsongom,60217,77389, plur, dors,3,3
LESS_Q_pair6,LESS,Q,pair6,dorsongom,plurpasnik,77389,60217, dors, plur,3,3
SAME_P_pair7,SAME,P,pair7,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair7,OPP,P,pair7,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair7,SAME,Q,pair7,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair7,OPP,Q,pair7,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair7,MORE,P,pair7,rainprugeim,douneindem,11422,25595, rain, dou,4,4
LESS_P_pair7,LESS,P,pair7,douneindem,rainprugeim,25595,11422, dou, rain,4,4
MORE_Q_pair7,MORE,Q,pair7,rainprugeim,douneindem,11422,25595, rain, dou,4,4
LESS_Q_pair7,LESS,Q,pair7,douneindem,rainprugeim,25595,11422, dou, rain,4,4
SAME_P_pair8,SAME,P,pair8,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair8,OPP,P,pair8,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair8,SAME,Q,pair8,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair8,OPP,Q,pair8,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair8,MORE,P,pair8,naskeisloun,treitruprut,17580,4353, nas, tre,4,4
LESS_P_pair8,LESS,P,pair8,treitruprut,naskeisloun,4353,17580, tre, nas,4,4
MORE_Q_pair8,MORE,Q,pair8,naskeisloun,treitruprut,17580,4353, nas, tre,4,4
LESS_Q_pair8,LESS,Q,pair8,treitruprut,naskeisloun,4353,17580, tre, nas,4,4
SAME_P_pair9,SAME,P,pair9,bold,cautious,14265,46878, bold, cautious,1,1
OPP_P_pair9,OPP,P,pair9,cautious,bold,46878,14265, cautious, bold,1,1
SAME_Q_pair9,SAME,Q,pair9,complex,simple,6485,4382, complex, simple,1,1
OPP_Q_pair9,OPP,Q,pair9,simple,complex,4382,6485, simple, complex,1,1
MORE_P_pair9,MORE,P,pair9,merflouller,plelsasrait,4809,7245, mer, ple,4,4
LESS_P_pair9,LESS,P,pair9,plelsasrait,merflouller,7245,4809, ple, mer,4,4
MORE_Q_pair9,MORE,Q,pair9,merflouller,plelsasrait,4809,7245, mer, ple,4,4
LESS_Q_pair9,LESS,Q,pair9,plelsasrait,merflouller,7245,4809, ple, mer,4,4
