trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,answer_type,prompt
OPP_Q_pair4,OPP,Q,pair4,dinbrokrat,boltrasgan,simple,complex,attribute_word,"Definitions:
- dinbrokrat: something that is bold and complex
- boltrasgan is the opposite of dinbrokrat

Q: Is boltrasgan complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair4,MORE,P,pair4,dinbrokrat,boltrasgan,boltrasgan,dinbrokrat,novel_word,"Definitions:
- dinbrokrat: something that is bold and complex
- boltrasgan is more/greater than dinbrokrat in all respects

Q: Which is more bold, dinbrokrat or boltrasgan? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair4,LESS,P,pair4,dinbrokrat,boltrasgan,dinbrokrat,boltrasgan,novel_word,"Definitions:
- dinbrokrat: something that is bold and complex
- boltrasgan is less/smaller than dinbrokrat in all respects

Q: Which is more bold, dinbrokrat or boltrasgan? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair4,MORE,Q,pair4,dinbrokrat,boltrasgan,boltrasgan,dinbrokrat,novel_word,"Definitions:
- dinbrokrat: something that is bold and complex
- boltrasgan is more/greater than dinbrokrat in all respects

Q: Which is more complex, dinbrokrat or boltrasgan? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair4,LESS,Q,pair4,dinbrokrat,boltrasgan,dinbrokrat,boltrasgan,novel_word,"Definitions:
- dinbrokrat: something that is bold and complex
- boltrasgan is less/smaller than dinbrokrat in all respects

Q: Which is more complex, dinbrokrat or boltrasgan? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair5,SAME,P,pair5,surtolgim,posprunflei,bold,cautious,attribute_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is the same as surtolgim

Q: Is posprunflei bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair5,OPP,P,pair5,surtolgim,posprunflei,cautious,bold,attribute_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is the opposite of surtolgim

Q: Is posprunflei bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair5,SAME,Q,pair5,surtolgim,posprunflei,complex,simple,attribute_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is the same as surtolgim

Q: Is posprunflei complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair5,OPP,Q,pair5,surtolgim,posprunflei,simple,complex,attribute_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is the opposite of surtolgim

Q: Is posprunflei complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair5,MORE,P,pair5,surtolgim,posprunflei,posprunflei,surtolgim,novel_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is more/greater than surtolgim in all respects

Q: Which is more bold, surtolgim or posprunflei? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair5,LESS,P,pair5,surtolgim,posprunflei,surtolgim,posprunflei,novel_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is less/smaller than surtolgim in all respects

Q: Which is more bold, surtolgim or posprunflei? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair5,MORE,Q,pair5,surtolgim,posprunflei,posprunflei,surtolgim,novel_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is more/greater than surtolgim in all respects

Q: Which is more complex, surtolgim or posprunflei? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair5,LESS,Q,pair5,surtolgim,posprunflei,surtolgim,posprunflei,novel_word,"Definitions:
- surtolgim: something that is bold and complex
- posprunflei is less/smaller than surtolgim in all respects

Q: Which is more complex, surtolgim or posprunflei? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair6,SAME,P,pair6,walbilsour,pinvullin,bold,cautious,attribute_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is the same as walbilsour

Q: Is pinvullin bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair6,OPP,P,pair6,walbilsour,pinvullin,cautious,bold,attribute_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is the opposite of walbilsour

Q: Is pinvullin bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair6,SAME,Q,pair6,walbilsour,pinvullin,complex,simple,attribute_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is the same as walbilsour

Q: Is pinvullin complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair6,OPP,Q,pair6,walbilsour,pinvullin,simple,complex,attribute_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is the opposite of walbilsour

Q: Is pinvullin complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair6,MORE,P,pair6,walbilsour,pinvullin,pinvullin,walbilsour,novel_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is more/greater than walbilsour in all respects

Q: Which is more bold, walbilsour or pinvullin? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair6,LESS,P,pair6,walbilsour,pinvullin,walbilsour,pinvullin,novel_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is less/smaller than walbilsour in all respects

Q: Which is more bold, walbilsour or pinvullin? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair6,MORE,Q,pair6,walbilsour,pinvullin,pinvullin,walbilsour,novel_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is more/greater than walbilsour in all respects

Q: Which is more complex, walbilsour or pinvullin? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair6,LESS,Q,pair6,walbilsour,pinvullin,walbilsour,pinvullin,novel_word,"Definitions:
- walbilsour: something that is bold and complex
- pinvullin is less/smaller than walbilsour in all respects

Q: Which is more complex, walbilsour or pinvullin? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair7,SAME,P,pair7,stipreisdol,mantunkrur,bold,cautious,attribute_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the same as stipreisdol

Q: Is mantunkrur bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair7,OPP,P,pair7,stipreisdol,mantunkrur,cautious,bold,attribute_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the opposite of stipreisdol

Q: Is mantunkrur bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair7,SAME,Q,pair7,stipreisdol,mantunkrur,complex,simple,attribute_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the same as stipreisdol

Q: Is mantunkrur complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair7,OPP,Q,pair7,stipreisdol,mantunkrur,simple,complex,attribute_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the opposite of stipreisdol

Q: Is mantunkrur complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair7,MORE,P,pair7,stipreisdol,mantunkrur,mantunkrur,stipreisdol,novel_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is more/greater than stipreisdol in all respects

Q: Which is more bold, stipreisdol or mantunkrur? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair7,LESS,P,pair7,stipreisdol,mantunkrur,stipreisdol,mantunkrur,novel_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is less/smaller than stipreisdol in all respects

Q: Which is more bold, stipreisdol or mantunkrur? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair7,MORE,Q,pair7,stipreisdol,mantunkrur,mantunkrur,stipreisdol,novel_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is more/greater than stipreisdol in all respects

Q: Which is more complex, stipreisdol or mantunkrur? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair7,LESS,Q,pair7,stipreisdol,mantunkrur,stipreisdol,mantunkrur,novel_word,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is less/smaller than stipreisdol in all respects

Q: Which is more complex, stipreisdol or mantunkrur? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair8,SAME,P,pair8,surgrouteit,resnanplais,bold,cautious,attribute_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is the same as surgrouteit

Q: Is resnanplais bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair8,OPP,P,pair8,surgrouteit,resnanplais,cautious,bold,attribute_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is the opposite of surgrouteit

Q: Is resnanplais bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair8,SAME,Q,pair8,surgrouteit,resnanplais,complex,simple,attribute_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is the same as surgrouteit

Q: Is resnanplais complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair8,OPP,Q,pair8,surgrouteit,resnanplais,simple,complex,attribute_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is the opposite of surgrouteit

Q: Is resnanplais complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair8,MORE,P,pair8,surgrouteit,resnanplais,resnanplais,surgrouteit,novel_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is more/greater than surgrouteit in all respects

Q: Which is more bold, surgrouteit or resnanplais? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair8,LESS,P,pair8,surgrouteit,resnanplais,surgrouteit,resnanplais,novel_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is less/smaller than surgrouteit in all respects

Q: Which is more bold, surgrouteit or resnanplais? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair8,MORE,Q,pair8,surgrouteit,resnanplais,resnanplais,surgrouteit,novel_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is more/greater than surgrouteit in all respects

Q: Which is more complex, surgrouteit or resnanplais? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair8,LESS,Q,pair8,surgrouteit,resnanplais,surgrouteit,resnanplais,novel_word,"Definitions:
- surgrouteit: something that is bold and complex
- resnanplais is less/smaller than surgrouteit in all respects

Q: Which is more complex, surgrouteit or resnanplais? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair9,SAME,P,pair9,vasfloumus,muspreirdou,bold,cautious,attribute_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is the same as vasfloumus

Q: Is muspreirdou bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair9,OPP,P,pair9,vasfloumus,muspreirdou,cautious,bold,attribute_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is the opposite of vasfloumus

Q: Is muspreirdou bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair9,SAME,Q,pair9,vasfloumus,muspreirdou,complex,simple,attribute_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is the same as vasfloumus

Q: Is muspreirdou complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair9,OPP,Q,pair9,vasfloumus,muspreirdou,simple,complex,attribute_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is the opposite of vasfloumus

Q: Is muspreirdou complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair9,MORE,P,pair9,vasfloumus,muspreirdou,muspreirdou,vasfloumus,novel_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is more/greater than vasfloumus in all respects

Q: Which is more bold, vasfloumus or muspreirdou? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair9,LESS,P,pair9,vasfloumus,muspreirdou,vasfloumus,muspreirdou,novel_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is less/smaller than vasfloumus in all respects

Q: Which is more bold, vasfloumus or muspreirdou? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair9,MORE,Q,pair9,vasfloumus,muspreirdou,muspreirdou,vasfloumus,novel_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is more/greater than vasfloumus in all respects

Q: Which is more complex, vasfloumus or muspreirdou? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair9,LESS,Q,pair9,vasfloumus,muspreirdou,vasfloumus,muspreirdou,novel_word,"Definitions:
- vasfloumus: something that is bold and complex
- muspreirdou is less/smaller than vasfloumus in all respects

Q: Which is more complex, vasfloumus or muspreirdou? (Answer EXACTLY ONE WORD)
A:"
