trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,d_plus,correct_rank,is_argmax_correct,generated_response_50,generated_response_final,is_string_correct_50,is_string_correct_final,max_new_tokens_used
OPP_P_pair3,OPP,P,pair3,deinnaislen,nousbrarmem,cautious,bold,56608,16740,13.75,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair3,SAME,Q,pair3,deinnaislen,nousbrarmem,complex,simple,5766,3890,14.46875,2,False," Complex
"," Complex
",True,True,50
OPP_Q_pair3,OPP,Q,pair3,deinnaislen,nousbrarmem,simple,complex,3890,5766,8.4375,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair3,MORE,P,pair3,deinnaislen,nousbrarmem,nousbrarmem,deinnaislen,5502,47316,17.140625,1,True," nousbrarmem 
"," nousbrarmem 
",True,True,50
LESS_P_pair3,LESS,P,pair3,deinnaislen,nousbrarmem,deinnaislen,nousbrarmem,47316,5502,16.03125,1,True," deinnaislen
"," deinnaislen
",True,True,50
MORE_Q_pair3,MORE,Q,pair3,deinnaislen,nousbrarmem,nousbrarmem,deinnaislen,5502,47316,14.65625,1,True," nousbrarmem 
"," nousbrarmem 
",True,True,50
LESS_Q_pair3,LESS,Q,pair3,deinnaislen,nousbrarmem,deinnaislen,nousbrarmem,47316,5502,14.6875,1,True," deinnaislen
"," deinnaislen
",True,True,50
SAME_P_pair4,SAME,P,pair4,nurmonkuk,tesfaisol,bold,cautious,16740,56608,12.9375,2,False," Bold
"," Bold
",True,True,50
OPP_P_pair4,OPP,P,pair4,nurmonkuk,tesfaisol,cautious,bold,56608,16740,14.03125,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair4,SAME,Q,pair4,nurmonkuk,tesfaisol,complex,simple,5766,3890,13.0625,2,False," Complex
"," Complex
",True,True,50
OPP_Q_pair4,OPP,Q,pair4,nurmonkuk,tesfaisol,simple,complex,3890,5766,8.25,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair4,MORE,P,pair4,nurmonkuk,tesfaisol,tesfaisol,nurmonkuk,9881,6029,10.21875,2,False," Tesfaisol 


"," Tesfaisol 


",True,True,50
LESS_P_pair4,LESS,P,pair4,nurmonkuk,tesfaisol,nurmonkuk,tesfaisol,6029,9881,14.5625,1,True," nurmonkuk
"," nurmonkuk
",True,True,50
MORE_Q_pair4,MORE,Q,pair4,nurmonkuk,tesfaisol,tesfaisol,nurmonkuk,9881,6029,7.5,2,False," Tesfaisol 
"," Tesfaisol 
",True,True,50
LESS_Q_pair4,LESS,Q,pair4,nurmonkuk,tesfaisol,nurmonkuk,tesfaisol,6029,9881,13.375,1,True," nurmonkuk
"," nurmonkuk
",True,True,50
SAME_P_pair5,SAME,P,pair5,reinsperter,spainonneim,bold,cautious,16740,56608,12.96875,2,False," Bold 
"," Bold 
",True,True,50
OPP_P_pair5,OPP,P,pair5,reinsperter,spainonneim,cautious,bold,56608,16740,15.03125,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair5,SAME,Q,pair5,reinsperter,spainonneim,complex,simple,5766,3890,13.21875,2,False," Complex 
"," Complex 
",True,True,50
OPP_Q_pair5,OPP,Q,pair5,reinsperter,spainonneim,simple,complex,3890,5766,8.5,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair5,MORE,P,pair5,reinsperter,spainonneim,spainonneim,reinsperter,93838,86212,8.0,1,True," spainonneim 
"," spainonneim 
",True,True,50
LESS_P_pair5,LESS,P,pair5,reinsperter,spainonneim,reinsperter,spainonneim,86212,93838,14.0625,1,True," reinsperter
"," reinsperter
",True,True,50
MORE_Q_pair5,MORE,Q,pair5,reinsperter,spainonneim,spainonneim,reinsperter,93838,86212,5.75,1,True," spainonneim 
"," spainonneim 
",True,True,50
LESS_Q_pair5,LESS,Q,pair5,reinsperter,spainonneim,reinsperter,spainonneim,86212,93838,13.4375,1,True," reinsperter
"," reinsperter
",True,True,50
SAME_P_pair6,SAME,P,pair6,braistusrar,paisurpir,bold,cautious,16740,56608,12.90625,2,False," Bold 
"," Bold 
",True,True,50
OPP_P_pair6,OPP,P,pair6,braistusrar,paisurpir,cautious,bold,56608,16740,14.5625,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair6,SAME,Q,pair6,braistusrar,paisurpir,complex,simple,5766,3890,14.0625,2,False," Complex 
"," Complex 
",True,True,50
OPP_Q_pair6,OPP,Q,pair6,braistusrar,paisurpir,simple,complex,3890,5766,8.75,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair6,MORE,P,pair6,braistusrar,paisurpir,paisurpir,braistusrar,27299,2984,9.6875,1,True," paisurpir
"," paisurpir
",True,True,50
LESS_P_pair6,LESS,P,pair6,braistusrar,paisurpir,braistusrar,paisurpir,2984,27299,13.25,1,True," braistusrar
"," braistusrar
",True,True,50
MORE_Q_pair6,MORE,Q,pair6,braistusrar,paisurpir,paisurpir,braistusrar,27299,2984,6.75,1,True," paisurpir
"," paisurpir
",True,True,50
LESS_Q_pair6,LESS,Q,pair6,braistusrar,paisurpir,braistusrar,paisurpir,2984,27299,11.625,1,True," braistusrar
"," braistusrar
",True,True,50
SAME_P_pair7,SAME,P,pair7,naskairkrul,bunprunsul,bold,cautious,16740,56608,12.96875,2,False," Bold 
"," Bold 
",True,True,50
OPP_P_pair7,OPP,P,pair7,naskairkrul,bunprunsul,cautious,bold,56608,16740,14.6875,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair7,SAME,Q,pair7,naskairkrul,bunprunsul,complex,simple,5766,3890,13.75,2,False," Complex 
"," Complex 
",True,True,50
OPP_Q_pair7,OPP,Q,pair7,naskairkrul,bunprunsul,simple,complex,3890,5766,8.5,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair7,MORE,P,pair7,naskairkrul,bunprunsul,bunprunsul,naskairkrul,15907,7863,9.5,1,True," bunprunsul 


"," bunprunsul 


",True,True,50
LESS_P_pair7,LESS,P,pair7,naskairkrul,bunprunsul,naskairkrul,bunprunsul,7863,15907,13.375,1,True," naskairkrul
"," naskairkrul
",True,True,50
MORE_Q_pair7,MORE,Q,pair7,naskairkrul,bunprunsul,bunprunsul,naskairkrul,15907,7863,7.4375,2,False," Bunprunsul 
"," Bunprunsul 
",True,True,50
LESS_Q_pair7,LESS,Q,pair7,naskairkrul,bunprunsul,naskairkrul,bunprunsul,7863,15907,11.75,1,True," naskairkrul
"," naskairkrul
",True,True,50
SAME_P_pair8,SAME,P,pair8,besbonfer,painrikai,bold,cautious,16740,56608,13.0625,2,False," Bold
"," Bold
",True,True,50
OPP_P_pair8,OPP,P,pair8,besbonfer,painrikai,cautious,bold,56608,16740,14.984375,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair8,SAME,Q,pair8,besbonfer,painrikai,complex,simple,5766,3890,13.59375,2,False," Complex
"," Complex
",True,True,50
OPP_Q_pair8,OPP,Q,pair8,besbonfer,painrikai,simple,complex,3890,5766,8.875,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair8,MORE,P,pair8,besbonfer,painrikai,painrikai,besbonfer,4380,3400,9.25,1,True," painrikai 


"," painrikai 


",True,True,50
LESS_P_pair8,LESS,P,pair8,besbonfer,painrikai,besbonfer,painrikai,3400,4380,12.4375,1,True," besbonfer
"," besbonfer
",True,True,50
MORE_Q_pair8,MORE,Q,pair8,besbonfer,painrikai,painrikai,besbonfer,4380,3400,7.5625,1,True," painrikai 


"," painrikai 


",True,True,50
LESS_Q_pair8,LESS,Q,pair8,besbonfer,painrikai,besbonfer,painrikai,3400,4380,11.0,1,True," besbonfer
"," besbonfer
",True,True,50
SAME_P_pair9,SAME,P,pair9,poldeizout,tonsasfloun,bold,cautious,16740,56608,12.28125,2,False," Bold
"," Bold
",True,True,50
OPP_P_pair9,OPP,P,pair9,poldeizout,tonsasfloun,cautious,bold,56608,16740,14.90625,2,False," Cautious 
"," Cautious 
",True,True,50
SAME_Q_pair9,SAME,Q,pair9,poldeizout,tonsasfloun,complex,simple,5766,3890,13.0625,2,False," Complex
"," Complex
",True,True,50
OPP_Q_pair9,OPP,Q,pair9,poldeizout,tonsasfloun,simple,complex,3890,5766,8.5,2,False," Simple
"," Simple
",True,True,50
MORE_P_pair9,MORE,P,pair9,poldeizout,tonsasfloun,tonsasfloun,poldeizout,15981,4374,10.1875,1,True," tonsasfloun
"," tonsasfloun
",True,True,50
LESS_P_pair9,LESS,P,pair9,poldeizout,tonsasfloun,poldeizout,tonsasfloun,4374,15981,13.5625,1,True," poldeizout
"," poldeizout
",True,True,50
MORE_Q_pair9,MORE,Q,pair9,poldeizout,tonsasfloun,tonsasfloun,poldeizout,15981,4374,8.5625,1,True," tonsasfloun
"," tonsasfloun
",True,True,50
LESS_Q_pair9,LESS,Q,pair9,poldeizout,tonsasfloun,poldeizout,tonsasfloun,4374,15981,11.625,1,True," poldeizout
"," poldeizout
",True,True,50
