trial_id,base_trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,swap_type,prompt
POSBIAS_MORE_P_pair6,MORE_P_pair6,MORE,P,pair6,stipreisdol,mantunkrur,mantunkrur,stipreisdol,MORE_LESS_word_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is more/greater than stipreisdol in all respects

Q: Which is more bold, mantunkrur or stipreisdol? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair6,LESS_P_pair6,LESS,P,pair6,stipreisdol,mantunkrur,stipreisdol,mantunkrur,MORE_LESS_word_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is less/smaller than stipreisdol in all respects

Q: Which is more bold, mantunkrur or stipreisdol? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair6,MORE_Q_pair6,MORE,Q,pair6,stipreisdol,mantunkrur,mantunkrur,stipreisdol,MORE_LESS_word_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is more/greater than stipreisdol in all respects

Q: Which is more complex, mantunkrur or stipreisdol? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair6,LESS_Q_pair6,LESS,Q,pair6,stipreisdol,mantunkrur,stipreisdol,mantunkrur,MORE_LESS_word_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is less/smaller than stipreisdol in all respects

Q: Which is more complex, mantunkrur or stipreisdol? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair6,SAME_P_pair6,SAME,P,pair6,stipreisdol,mantunkrur,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the same as stipreisdol

Q: Is mantunkrur cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair6,OPP_P_pair6,OPP,P,pair6,stipreisdol,mantunkrur,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the opposite of stipreisdol

Q: Is mantunkrur cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair6,SAME_Q_pair6,SAME,Q,pair6,stipreisdol,mantunkrur,complex,simple,SAMEOPP_choice_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the same as stipreisdol

Q: Is mantunkrur simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair6,OPP_Q_pair6,OPP,Q,pair6,stipreisdol,mantunkrur,simple,complex,SAMEOPP_choice_swap,"Definitions:
- stipreisdol: something that is bold and complex
- mantunkrur is the opposite of stipreisdol

Q: Is mantunkrur simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair7,MORE_P_pair7,MORE,P,pair7,firtrarspel,grinflermai,grinflermai,firtrarspel,MORE_LESS_word_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is more/greater than firtrarspel in all respects

Q: Which is more bold, grinflermai or firtrarspel? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair7,LESS_P_pair7,LESS,P,pair7,firtrarspel,grinflermai,firtrarspel,grinflermai,MORE_LESS_word_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is less/smaller than firtrarspel in all respects

Q: Which is more bold, grinflermai or firtrarspel? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair7,MORE_Q_pair7,MORE,Q,pair7,firtrarspel,grinflermai,grinflermai,firtrarspel,MORE_LESS_word_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is more/greater than firtrarspel in all respects

Q: Which is more complex, grinflermai or firtrarspel? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair7,LESS_Q_pair7,LESS,Q,pair7,firtrarspel,grinflermai,firtrarspel,grinflermai,MORE_LESS_word_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is less/smaller than firtrarspel in all respects

Q: Which is more complex, grinflermai or firtrarspel? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair7,SAME_P_pair7,SAME,P,pair7,firtrarspel,grinflermai,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is the same as firtrarspel

Q: Is grinflermai cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair7,OPP_P_pair7,OPP,P,pair7,firtrarspel,grinflermai,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is the opposite of firtrarspel

Q: Is grinflermai cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair7,SAME_Q_pair7,SAME,Q,pair7,firtrarspel,grinflermai,complex,simple,SAMEOPP_choice_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is the same as firtrarspel

Q: Is grinflermai simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair7,OPP_Q_pair7,OPP,Q,pair7,firtrarspel,grinflermai,simple,complex,SAMEOPP_choice_swap,"Definitions:
- firtrarspel: something that is bold and complex
- grinflermai is the opposite of firtrarspel

Q: Is grinflermai simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair8,MORE_P_pair8,MORE,P,pair8,takrunbren,fleirstelit,fleirstelit,takrunbren,MORE_LESS_word_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is more/greater than takrunbren in all respects

Q: Which is more bold, fleirstelit or takrunbren? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair8,LESS_P_pair8,LESS,P,pair8,takrunbren,fleirstelit,takrunbren,fleirstelit,MORE_LESS_word_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is less/smaller than takrunbren in all respects

Q: Which is more bold, fleirstelit or takrunbren? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair8,MORE_Q_pair8,MORE,Q,pair8,takrunbren,fleirstelit,fleirstelit,takrunbren,MORE_LESS_word_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is more/greater than takrunbren in all respects

Q: Which is more complex, fleirstelit or takrunbren? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair8,LESS_Q_pair8,LESS,Q,pair8,takrunbren,fleirstelit,takrunbren,fleirstelit,MORE_LESS_word_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is less/smaller than takrunbren in all respects

Q: Which is more complex, fleirstelit or takrunbren? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair8,SAME_P_pair8,SAME,P,pair8,takrunbren,fleirstelit,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is the same as takrunbren

Q: Is fleirstelit cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair8,OPP_P_pair8,OPP,P,pair8,takrunbren,fleirstelit,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is the opposite of takrunbren

Q: Is fleirstelit cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair8,SAME_Q_pair8,SAME,Q,pair8,takrunbren,fleirstelit,complex,simple,SAMEOPP_choice_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is the same as takrunbren

Q: Is fleirstelit simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair8,OPP_Q_pair8,OPP,Q,pair8,takrunbren,fleirstelit,simple,complex,SAMEOPP_choice_swap,"Definitions:
- takrunbren: something that is bold and complex
- fleirstelit is the opposite of takrunbren

Q: Is fleirstelit simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_P_pair9,MORE_P_pair9,MORE,P,pair9,tirzurspail,fouwoudeil,fouwoudeil,tirzurspail,MORE_LESS_word_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is more/greater than tirzurspail in all respects

Q: Which is more bold, fouwoudeil or tirzurspail? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_P_pair9,LESS_P_pair9,LESS,P,pair9,tirzurspail,fouwoudeil,tirzurspail,fouwoudeil,MORE_LESS_word_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is less/smaller than tirzurspail in all respects

Q: Which is more bold, fouwoudeil or tirzurspail? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_MORE_Q_pair9,MORE_Q_pair9,MORE,Q,pair9,tirzurspail,fouwoudeil,fouwoudeil,tirzurspail,MORE_LESS_word_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is more/greater than tirzurspail in all respects

Q: Which is more complex, fouwoudeil or tirzurspail? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_LESS_Q_pair9,LESS_Q_pair9,LESS,Q,pair9,tirzurspail,fouwoudeil,tirzurspail,fouwoudeil,MORE_LESS_word_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is less/smaller than tirzurspail in all respects

Q: Which is more complex, fouwoudeil or tirzurspail? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_P_pair9,SAME_P_pair9,SAME,P,pair9,tirzurspail,fouwoudeil,bold,cautious,SAMEOPP_choice_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is the same as tirzurspail

Q: Is fouwoudeil cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_P_pair9,OPP_P_pair9,OPP,P,pair9,tirzurspail,fouwoudeil,cautious,bold,SAMEOPP_choice_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is the opposite of tirzurspail

Q: Is fouwoudeil cautious or bold? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_SAME_Q_pair9,SAME_Q_pair9,SAME,Q,pair9,tirzurspail,fouwoudeil,complex,simple,SAMEOPP_choice_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is the same as tirzurspail

Q: Is fouwoudeil simple or complex? (Answer EXACTLY ONE WORD)
A:"
POSBIAS_OPP_Q_pair9,OPP_Q_pair9,OPP,Q,pair9,tirzurspail,fouwoudeil,simple,complex,SAMEOPP_choice_swap,"Definitions:
- tirzurspail: something that is bold and complex
- fouwoudeil is the opposite of tirzurspail

Q: Is fouwoudeil simple or complex? (Answer EXACTLY ONE WORD)
A:"
