prompt_id,text
295,"When Alice and Nina went to the restaurant, Nina gave the menu to"
296,"When Mary and Eve arrived at the office, Eve handed a letter to"
297,"When John and Eve went to the restaurant, Eve gave the menu to"
298,"When John and Nina walked to the park, Nina gave a gift to"
299,"When Grace and Iris went to the store, Iris gave a drink to"
300,"When Jack and Alice went to the store, Alice gave a drink to"
301,"When Charlie and Grace went to the restaurant, Grace gave the menu to"
302,"When Oscar and Grace went to the restaurant, Grace gave the menu to"
303,"When Henry and Charlie went to the store, Charlie gave a drink to"
304,"When Bob and Alice went to the store, Alice gave a drink to"
305,"When Iris and Kate went to the library, Kate passed a book to"
306,"When Alice and Grace went to the restaurant, Grace gave the menu to"
307,"When Nina and Diana went to the store, Diana gave a drink to"
308,"When Alice and Charlie arrived at the office, Charlie handed a letter to"
309,"When Henry and Leo went to the restaurant, Leo gave the menu to"
310,"When Mary and Jack went to the store, Jack gave a drink to"
311,"When John and Eve went to the store, Eve gave a drink to"
312,"When Alice and Frank went to the library, Frank passed a book to"
313,"When Frank and Eve went to the restaurant, Eve gave the menu to"
314,"When Henry and Mary arrived at the office, Mary handed a letter to"
315,"When Charlie and Frank walked to the park, Frank gave a gift to"
316,"When Oscar and Bob walked to the park, Bob gave a gift to"
317,"When Oscar and Iris arrived at the office, Iris handed a letter to"
318,"When Henry and Diana went to the library, Diana passed a book to"
319,"When Jack and Bob went to the restaurant, Bob gave the menu to"
320,"When Bob and Eve went to the restaurant, Eve gave the menu to"
321,"When Bob and Kate went to the restaurant, Kate gave the menu to"
322,"When Diana and Alice walked to the park, Alice gave a gift to"
323,"When Oscar and Leo went to the store, Leo gave a drink to"
324,"When Nina and Diana walked to the park, Diana gave a gift to"
325,"When Alice and Jack went to the restaurant, Jack gave the menu to"
326,"When Charlie and Henry went to the restaurant, Henry gave the menu to"
327,"When Leo and Iris went to the store, Iris gave a drink to"
328,"When Nina and Jack arrived at the office, Jack handed a letter to"
329,"When Kate and Mary arrived at the office, Mary handed a letter to"
330,"When Alice and Leo went to the store, Leo gave a drink to"
331,"When Diana and John went to the library, John passed a book to"
332,"When John and Frank went to the library, Frank passed a book to"
333,"When Charlie and Nina went to the restaurant, Nina gave the menu to"
334,"When Henry and Iris arrived at the office, Iris handed a letter to"
335,"When Iris and Frank went to the restaurant, Frank gave the menu to"
336,"When Jack and Henry went to the library, Henry passed a book to"
337,"When Grace and Diana went to the library, Diana passed a book to"
338,"When Oscar and Bob went to the store, Bob gave a drink to"
339,"When Diana and Nina walked to the park, Nina gave a gift to"
340,"When Oscar and Frank arrived at the office, Frank handed a letter to"
341,"When Henry and Jack arrived at the office, Jack handed a letter to"
342,"When Kate and Alice went to the library, Alice passed a book to"
343,"When Jack and Charlie went to the store, Charlie gave a drink to"
344,"When John and Grace arrived at the office, Grace handed a letter to"
345,"When Leo and Iris went to the store, Iris gave a drink to"
346,"When Kate and John went to the restaurant, John gave the menu to"
347,"When Nina and Grace went to the store, Grace gave a drink to"
348,"When Oscar and Eve went to the restaurant, Eve gave the menu to"
349,"When Leo and Mary arrived at the office, Mary handed a letter to"
350,"When Bob and Alice went to the library, Alice passed a book to"
351,"When Leo and Oscar walked to the park, Oscar gave a gift to"
352,"When Kate and Oscar went to the library, Oscar passed a book to"
353,"When Diana and Eve went to the store, Eve gave a drink to"
354,"When Nina and Kate went to the store, Kate gave a drink to"
355,"When Oscar and Kate went to the store, Kate gave a drink to"
356,"When Frank and Henry walked to the park, Henry gave a gift to"
357,"When Frank and Leo walked to the park, Leo gave a gift to"
358,"When Nina and Bob went to the restaurant, Bob gave the menu to"
359,"When Bob and Alice went to the restaurant, Alice gave the menu to"
360,"When Kate and Leo walked to the park, Leo gave a gift to"
361,"When Kate and Oscar went to the library, Oscar passed a book to"
362,"When Mary and Nina arrived at the office, Nina handed a letter to"
363,"When Eve and Jack arrived at the office, Jack handed a letter to"
364,"When Eve and Grace walked to the park, Grace gave a gift to"
365,"When Iris and Mary went to the store, Mary gave a drink to"
366,"When Jack and John went to the store, John gave a drink to"
367,"When Kate and Leo went to the restaurant, Leo gave the menu to"
368,"When Diana and Mary went to the restaurant, Mary gave the menu to"
369,"When Iris and Diana went to the store, Diana gave a drink to"
370,"When Iris and Nina arrived at the office, Nina handed a letter to"
371,"When Grace and Eve walked to the park, Eve gave a gift to"
372,"When Jack and Mary walked to the park, Mary gave a gift to"
373,"When Jack and Diana went to the store, Diana gave a drink to"
374,"When Leo and Bob arrived at the office, Bob handed a letter to"
375,"When Jack and Oscar went to the library, Oscar passed a book to"
376,"When Bob and Oscar went to the restaurant, Oscar gave the menu to"
377,"When Oscar and Iris went to the restaurant, Iris gave the menu to"
378,"When Charlie and Grace went to the library, Grace passed a book to"
379,"When Nina and John walked to the park, John gave a gift to"
380,"When Kate and Bob walked to the park, Bob gave a gift to"
381,"When Mary and Charlie walked to the park, Charlie gave a gift to"
382,"When Nina and Mary went to the restaurant, Mary gave the menu to"
383,"When Leo and Bob arrived at the office, Bob handed a letter to"
384,"When Leo and Iris went to the library, Iris passed a book to"
385,"When Nina and Leo walked to the park, Leo gave a gift to"
386,"When Charlie and Leo walked to the park, Leo gave a gift to"
387,"When Kate and Nina went to the restaurant, Nina gave the menu to"
388,"When Grace and Nina went to the store, Nina gave a drink to"
389,"When Leo and Bob went to the store, Bob gave a drink to"
390,"When Charlie and Bob arrived at the office, Bob handed a letter to"
391,"When Nina and Diana arrived at the office, Diana handed a letter to"
392,"When Eve and Grace went to the store, Grace gave a drink to"
393,"When Eve and Bob went to the store, Bob gave a drink to"
394,"When Leo and Charlie arrived at the office, Charlie handed a letter to"
395,"When Eve and Oscar went to the store, Oscar gave a drink to"
396,"When Jack and Grace arrived at the office, Grace handed a letter to"
397,"When Iris and Nina arrived at the office, Nina handed a letter to"
398,"When Nina and Kate walked to the park, Kate gave a gift to"
399,"When Jack and Nina went to the library, Nina passed a book to"
400,"When Alice and Bob went to the store, Bob gave a drink to"
401,"When John and Mary went to the restaurant, Mary gave the menu to"
402,"When Mary and Bob went to the restaurant, Bob gave the menu to"
403,"When Iris and John walked to the park, John gave a gift to"
404,"When Jack and Kate went to the store, Kate gave a drink to"
405,"When Oscar and Alice arrived at the office, Alice handed a letter to"
406,"When Kate and Diana walked to the park, Diana gave a gift to"
407,"When Kate and Charlie went to the store, Charlie gave a drink to"
408,"When Alice and Eve went to the library, Eve passed a book to"
409,"When Nina and John went to the restaurant, John gave the menu to"
410,"When Iris and Charlie went to the restaurant, Charlie gave the menu to"
411,"When Mary and Diana went to the restaurant, Diana gave the menu to"
412,"When Alice and Jack went to the library, Jack passed a book to"
413,"When Charlie and Diana arrived at the office, Diana handed a letter to"
414,"When John and Henry walked to the park, Henry gave a gift to"
415,"When Iris and Diana went to the store, Diana gave a drink to"
416,"When Kate and Leo arrived at the office, Leo handed a letter to"
417,"When Oscar and Nina arrived at the office, Nina handed a letter to"
418,"When Mary and Eve went to the restaurant, Eve gave the menu to"
419,"When Leo and Charlie went to the library, Charlie passed a book to"
420,"When Jack and Mary went to the store, Mary gave a drink to"
421,"When Eve and Henry walked to the park, Henry gave a gift to"
422,"When Charlie and Henry arrived at the office, Henry handed a letter to"
423,"When Charlie and Iris went to the library, Iris passed a book to"
424,"When Nina and Oscar arrived at the office, Oscar handed a letter to"
425,"When Bob and Henry arrived at the office, Henry handed a letter to"
426,"When Mary and Henry went to the restaurant, Henry gave the menu to"
427,"When Charlie and Jack went to the store, Jack gave a drink to"
428,"When Nina and Oscar went to the restaurant, Oscar gave the menu to"
429,"When Charlie and Oscar went to the library, Oscar passed a book to"
430,"When Oscar and John walked to the park, John gave a gift to"
431,"When Kate and Frank arrived at the office, Frank handed a letter to"
432,"When Jack and Bob arrived at the office, Bob handed a letter to"
433,"When Charlie and Henry went to the restaurant, Henry gave the menu to"
434,"When Diana and Frank went to the store, Frank gave a drink to"
435,"When Grace and Kate went to the restaurant, Kate gave the menu to"
436,"When Iris and Nina went to the restaurant, Nina gave the menu to"
437,"When Nina and Alice went to the library, Alice passed a book to"
438,"When Grace and Kate went to the restaurant, Kate gave the menu to"
439,"When Kate and Eve arrived at the office, Eve handed a letter to"
440,"When Iris and Leo went to the library, Leo passed a book to"
441,"When John and Frank arrived at the office, Frank handed a letter to"
442,"When Charlie and Jack went to the restaurant, Jack gave the menu to"
443,"When Nina and Bob went to the library, Bob passed a book to"
444,"When Oscar and Mary arrived at the office, Mary handed a letter to"
445,"When Oscar and Jack went to the store, Jack gave a drink to"
446,"When Iris and Kate arrived at the office, Kate handed a letter to"
447,"When Kate and Alice arrived at the office, Alice handed a letter to"
448,"When Mary and Iris went to the library, Iris passed a book to"
449,"When Leo and Grace walked to the park, Grace gave a gift to"
450,"When Alice and John went to the store, John gave a drink to"
451,"When Mary and Oscar went to the restaurant, Oscar gave the menu to"
452,"When Eve and Frank walked to the park, Frank gave a gift to"
453,"When Eve and Iris went to the restaurant, Iris gave the menu to"
454,"When Oscar and Frank went to the restaurant, Frank gave the menu to"
455,"When Kate and Bob went to the library, Bob passed a book to"
456,"When Alice and Frank went to the restaurant, Frank gave the menu to"
457,"When Diana and Bob walked to the park, Bob gave a gift to"
458,"When Oscar and Iris went to the store, Iris gave a drink to"
459,"When Alice and Jack walked to the park, Jack gave a gift to"
460,"When Oscar and Henry went to the store, Henry gave a drink to"
461,"When Leo and Frank arrived at the office, Frank handed a letter to"
462,"When Kate and John went to the library, John passed a book to"
463,"When Kate and Iris went to the store, Iris gave a drink to"
464,"When Frank and Grace went to the restaurant, Grace gave the menu to"
465,"When Oscar and Charlie walked to the park, Charlie gave a gift to"
466,"When Alice and Jack went to the library, Jack passed a book to"
467,"When Oscar and Mary arrived at the office, Mary handed a letter to"
468,"When John and Mary walked to the park, Mary gave a gift to"
469,"When Bob and Eve went to the restaurant, Eve gave the menu to"
470,"When Mary and Eve walked to the park, Eve gave a gift to"
471,"When Diana and Leo walked to the park, Leo gave a gift to"
472,"When Grace and John went to the store, John gave a drink to"
473,"When Frank and Leo went to the library, Leo passed a book to"
474,"When Kate and Leo went to the restaurant, Leo gave the menu to"
475,"When Iris and Grace walked to the park, Grace gave a gift to"
476,"When Grace and Oscar went to the store, Oscar gave a drink to"
477,"When Mary and Nina walked to the park, Nina gave a gift to"
478,"When John and Diana went to the restaurant, Diana gave the menu to"
479,"When Alice and Grace arrived at the office, Grace handed a letter to"
480,"When Grace and Mary went to the library, Mary passed a book to"
481,"When Nina and Oscar arrived at the office, Oscar handed a letter to"
482,"When Kate and Charlie arrived at the office, Charlie handed a letter to"
483,"When Leo and Frank went to the library, Frank passed a book to"
484,"When Grace and Alice walked to the park, Alice gave a gift to"
485,"When Charlie and Kate went to the library, Kate passed a book to"
486,"When Jack and Kate went to the restaurant, Kate gave the menu to"
487,"When Alice and Oscar went to the store, Oscar gave a drink to"
488,"When Frank and Mary walked to the park, Mary gave a gift to"
489,"When John and Charlie arrived at the office, Charlie handed a letter to"
490,"When John and Oscar went to the restaurant, Oscar gave the menu to"
491,"When Iris and Charlie went to the restaurant, Charlie gave the menu to"
492,"When John and Iris walked to the park, Iris gave a gift to"
493,"When Leo and Charlie arrived at the office, Charlie handed a letter to"
494,"When Alice and Frank went to the store, Frank gave a drink to"
495,"When John and Diana went to the store, Diana gave a drink to"
496,"When Charlie and Jack went to the library, Jack passed a book to"
